sid,name,licence,access,date,creator,curators,substances,reference_pmid,reference_title,reference_date
PKDB00471,Lammers2018,closed,public,2021-07-08,FlorBar,"['FlorBar', 'mkoenig']","['caffeine (137X)', 'midazolam', 'metoprolol', 'warfarin', 'omeprazole']",28929443,Short-Term Fasting Alters Pharmacokinetics of Cytochrome P450 Probe Drugs: Does Protein Binding Play a Role?,2018-09-04
PKDB00047,Lelo1986a,open,public,2019-05-07,mkoenig,"['mkoenig', 'dimitra']","['caffeine (137X)', 'paraxanthine (17X)', 'theophylline (13X)', 'theobromine (37X)']",3756065,"Comparative pharmacokinetics of caffeine and its primary demethylated metabolites paraxanthine, theobromine and theophylline in man.",1986-11-12
PKDB00049,Magnusson2008,closed,public,2019-05-08,mkoenig,"['mkoenig', 'janekg']","['caffeine (137X)', 'paraxanthine (17X)', 'midazolam', 'digoxin']",17971810,"Pharmacodynamics of carbamazepine-mediated induction of CYP3A4, CYP1A2, and Pgp as assessed by probe substrates midazolam, caffeine, and digoxin.",2008-07-07
PKDB00474,McDonagh1991,closed,public,2021-07-08,FlorBar,"['FlorBar', 'mkoenig']",['caffeine (137X)'],2060878,"Caffeine clearance by enzyme multiplied immunoassay technique: a simple, inexpensive, and useful indicator of liver function.",1991-08-02
PKDB00475,McQuilkin1995,closed,public,2021-07-08,janekg,"['mkoenig', 'janekg']","['caffeine (137X)', 'paraxanthine (17X)', '1,7-dimethyluric acid (17U)', '1-methylxanthine (1X)', '5-Acetylamino-6-formylamino-3-methyluracil (AFMU)']",7742721,Analysis of within-subject variation of caffeine metabolism when used to determine cytochrome P4501A2 and N-acetyltransferase-2 activities.,1995-06-15
PKDB00052,Murphy1988,closed,public,2019-05-08,mkoenig,['mkoenig'],"['caffeine (137X)', 'antipyrine']",2482799,The effect of smoking on caffeine elimination: implications for its use as a semiquantitative test of liver function.,1990-03-26
PKDB00476,Muscat2008,closed,public,2021-07-08,janekg,"['mkoenig', 'janekg', 'adriankl']","['caffeine (137X)', 'paraxanthine (17X)', '1,7-dimethyluric acid (17U)', '1-methylxanthine (1X)', '5-Acetylamino-6-formylamino-3-methyluracil (AFMU)']",18703023,Comparison of CYP1A2 and NAT2 phenotypes between black and white smokers.,2008-10-07
PKDB00477,Nakazawa1988,closed,public,2021-07-08,adriankl,"['adriankl', 'mkoenig']","['caffeine (137X)', 'paraxanthine (17X)', 'theophylline (13X)', 'theobromine (37X)']",3241301,[Pharmacokinetics of caffeine and dimethylxanthines in plasma and saliva].,1989-05-15
PKDB00053,Newton1981,closed,public,2019-05-08,mkoenig,['mkoenig'],['caffeine (137X)'],7333346,Plasma and salivary pharmacokinetics of caffeine in man.,1982-05-12
PKDB00054,Oh2012,closed,public,2019-05-08,mkoenig,"['mkoenig', 'dimitra', 'janekg']","['caffeine (137X)', 'paraxanthine (17X)', 'midazolam', '1-hydroxymidazolam', 'losartan potassium', 'losartan', 'Losartan carboxylic acid (E3174)', 'omeprazole', '5-hydroxyomeprazole', 'dextromethorphan', 'dextrorphan']",22483397,High-sensitivity liquid chromatography-tandem mass spectrometry for the simultaneous determination of five drugs and their cytochrome P450-specific probe metabolites in human plasma.,2012-07-19
PKDB00055,Park2003,closed,public,2019-05-08,mkoenig,"['mkoenig', 'dimitra']",['caffeine (137X)'],14578861,"Validity of the 13C-caffeine breath test as a noninvasive, quantitative test of liver function.",2003-12-12
PKDB00057,Patwardhan1980,closed,public,2019-05-08,mkoenig,['mkoenig'],['caffeine (137X)'],7359014,Impaired elimination of caffeine by oral contraceptive steroids.,1980-05-30
PKDB00478,Perera2010,closed,public,2021-07-08,FlorBar,"['FlorBar', 'mkoenig']","['caffeine (137X)', 'paraxanthine (17X)']",20853468,Caffeine and paraxanthine HPLC assay for CYP1A2 phenotype assessment using saliva and plasma.,2011-01-06
PKDB00058,Perera2011,closed,public,2019-05-08,mkoenig,"['mkoenig', 'janekg']","['caffeine (137X)', 'paraxanthine (17X)']",21827488,"Pharmacokinetics of caffeine in plasma and saliva, and the influence of caffeine abstinence on CYP1A2 metrics.",2012-02-28
PKDB00479,Priller2005,closed,public,2021-07-08,FlorBar,"['FlorBar', 'mkoenig']","['caffeine (137X)', 'paraxanthine (17X)']",,Cytochrome P450 1A2 phenotyping for student laboratories,2005-11-06
PKDB00480,Puri2020,closed,public,2021-07-08,FlorBar,"['FlorBar', 'mkoenig']",['caffeine (137X)'],32071850,"Is there a sex difference in adult salivary clearance of caffeine (1,3,7-trimethylpurine-2,6-dione)?",2020-02-06
PKDB00059,Renner1984,closed,public,2019-05-08,mkoenig,"['mkoenig', 'dimitra', 'janekg']",['caffeine (137X)'],6420303,Caffeine: a model compound for measuring liver function.,1984-03-12
PKDB00481,Rietveld1984,closed,public,2021-07-08,janekg,"['mkoenig', 'janekg']",['caffeine (137X)'],6734698,Rapid onset of an increase in caffeine residence time in young women due to oral contraceptive steroids.,1984-07-27
PKDB00484,Scott1984,open,public,2021-07-08,janekg,"['janekg', 'mkoenig']",['caffeine (137X)'],6712142,"Determination of caffeine, theophylline and theobromine in serum and saliva using high-performance liquid chromatography.",1984-05-16
PKDB00485,Scott1988,closed,public,2021-07-08,janekg,"['janekg', 'mkoenig']",['caffeine (137X)'],3356110,Caffeine clearance and biotransformation in patients with chronic liver disease.,1988-05-24
PKDB00486,Scott1989,closed,public,2021-07-08,adriankl,"['adriankl', 'mkoenig']","['albumin', 'bilirubin', 'caffeine (137X)', 'paraxanthine (17X)']",2713214,The pharmacokinetics of caffeine and its dimethylxanthine metabolites in patients with chronic liver disease.,1989-06-22
PKDB00487,Soto1995,closed,public,2021-07-08,FlorBar,"['FlorBar', 'mkoenig']","['caffeine (137X)', 'cimetidine']",8602388,Assessment of the time course of drugs with inhibitory effects on hepatic metabolic activity using successive salivary caffeine tests.,1996-05-09
PKDB00061,Spigset1999a,closed,public,2019-05-08,mkoenig,"['mkoenig', 'janekg']","['caffeine (137X)', 'paraxanthine (17X)']",10471076,The paraxanthine:caffeine ratio in serum or in saliva as a measure of CYP1A2 activity: when should the sample be obtained?,1999-10-14
PKDB00062,Stille1987,closed,public,2019-05-08,mkoenig,['mkoenig'],"['caffeine (137X)', 'ciprofloxacin', 'enoxacin', 'ofloxacin']",3480885,Decrease of caffeine elimination in man during co-administration of 4-quinolones.,1988-03-07
PKDB00488,Syed2005,closed,public,2021-07-08,FlorBar,"['FlorBar', 'mkoenig']",['caffeine (137X)'],16158445,Multiple dose pharmacokinetics of caffeine administered in chewing gum to normal healthy volunteers.,2006-03-16
PKDB00489,Tanaka1993,closed,public,2021-07-08,adriankl,"['adriankl', 'mkoenig']","['caffeine (137X)', 'paraxanthine (17X)', 'theophylline (13X)', 'theobromine (37X)', 'trimethadione', 'dimethadione']",8441739,"Comparison of hepatic drug-oxidizing activity after simultaneous administration of two probe drugs, caffeine and trimethadione, to human subjects.",1993-03-30
PKDB00136,Tanaka2014,open,public,2019-06-21,mkoenig,['mkoenig'],"['caffeine (137X)', 'paraxanthine (17X)', 'midazolam', '1-hydroxymidazolam', 'losartan', 'Losartan carboxylic acid (E3174)', 'omeprazole', '5-hydroxyomeprazole', 'dextromethorphan', 'dextrorphan']",24389476,Simultaneous LC-MS/MS analysis of the plasma concentrations of a cocktail of 5 cytochrome P450 substrate drugs and their metabolites.,2014-08-26
PKDB00491,Trang1985,closed,public,2021-07-08,adriankl,"['adriankl', 'mkoenig']","['water', 'caffeine (137X)']",3986300,Relationship between total body clearance of caffeine and urine flow rate in elderly men.,1985-06-18
PKDB00492,Tripathi2015,closed,public,2021-07-08,FlorBar,"['FlorBar', 'mkoenig']",['caffeine (137X)'],25853045,The role of salivary caffeine clearance in the diagnosis of chronic liver disease.,2015-04-08
PKDB00063,Turpault2009,open,public,2019-05-08,mkoenig,"['mkoenig', 'dimitra']","['caffeine (137X)', 'paraxanthine (17X)', 'midazolam', 'metoprolol', 'warfarin', 'omeprazole']",20002088,"Pharmacokinetic assessment of a five-probe cocktail for CYPs 1A2, 2C9, 2C19, 2D6 and 3A.",2010-07-29
PKDB00493,Wahllaender1990,closed,public,2021-07-08,FlorBar,"['FlorBar', 'mkoenig']","['14C carbon dioxide', 'caffeine (137X)', '[14C] aminopyrine']",2185297,Assessment of hepatic function. Comparison of caffeine clearance in serum and saliva during the day and at night.,1990-06-07
PKDB00383,Wang1985,closed,public,2020-12-12,mkoenig,['mkoenig'],"['indocyanine green', 'caffeine (137X)']",4079279,Caffeine elimination: a test of liver function.,1986-02-17
PKDB00339,White2016,closed,public,2020-09-09,FlorBar,"['FlorBar', 'mkoenig']",['caffeine (137X)'],27100333,Pharmacokinetic analysis and comparison of caffeine administered rapidly or slowly in coffee chilled or hot versus chilled energy drink in healthy young adults.,2016-09-07
PKDB00494,Yamazaki2016,closed,public,2021-07-08,FlorBar,"['FlorBar', 'janekg', 'mkoenig']","['caffeine (137X)', 'dextromethorphan', 'dextrorphan', 'dextrorphan O-glucuronide', 'bupropion', 'hydroxybupropion', 'isavuconazole', 'methadone hydrochloride', 'dextromethadone', 'levomethadone', 'repaglinide']",27273149,"Pharmacokinetic Effects of Isavuconazole Coadministration With the Cytochrome P450 Enzyme Substrates Bupropion, Repaglinide, Caffeine, Dextromethorphan, and Methadone in Healthy Subjects.",2018-05-25
PKDB00875,Devineni2013,closed,public,2024-08-16,tereshchuk1,"['tereshchuk1', 'mkoenig']","['canagliflozin', 'M5', 'M7', 'D-glucose']",23670707,"Pharmacokinetics and pharmacodynamics of canagliflozin, a sodium glucose co-transporter 2 inhibitor, in subjects with type 2 diabetes mellitus.",2015-06-01
PKDB00879,Devineni2014,closed,public,2024-08-16,tereshchuk1,"['tereshchuk1', 'mkoenig']","['canagliflozin', 'hydrochlorothiazide', 'D-glucose']",24726680,"Effects of hydrochlorothiazide on the pharmacokinetics, pharmacodynamics, and tolerability of canagliflozin, a sodium glucose co-transporter 2 inhibitor, in  healthy participants.",2014-05-01
PKDB00880,Devineni2015,closed,public,2024-08-16,tereshchuk1,"['tereshchuk1', 'mkoenig']","['canagliflozin', 'metformin', 'glibenclamide (glyburide)', 'Active HMG-CoA reductase inhibitors (pravastatin)', 'simvastatin', 'simvastatin acid']",27140803,"Effect of canagliflozin on the pharmacokinetics of glyburide, metformin, and simvastatin in healthy participants.",2015-05-01
PKDB00882,Devineni2015d,closed,public,2024-08-16,tereshchuk1,"['tereshchuk1', 'mkoenig']","['canagliflozin', 'M5', 'M7', 'probenecid', 'cyclosporine', 'rifampicin']",25407255,"Effects of rifampin, cyclosporine A, and probenecid on the pharmacokinetic profile of canagliflozin, a sodium glucose co-transporter 2 inhibitor, in healthy  participants.",2015-02-01
PKDB00883,Devineni2015e,closed,public,2024-08-16,tereshchuk1,"['tereshchuk1', 'mkoenig']",['canagliflozin'],27136908,"Effect of food on the pharmacokinetics of canagliflozin, a sodium glucose co-transporter 2 inhibitor, and assessment of dose proportionality in healthy  participants.",2015-07-01
PKDB00884,Devineni2016,closed,public,2024-08-16,tereshchuk1,"['tereshchuk1', 'mkoenig']","['canagliflozin', 'D-glucose']",26687552,"Single-dose Pharmacokinetics and Pharmacodynamics of Canagliflozin, a Selective Inhibitor of Sodium Glucose Cotransporter 2, in Healthy Indian Participants.",2016-01-01
PKDB00885,Iijima2015,closed,public,2024-08-16,tereshchuk1,"['tereshchuk1', 'mkoenig']","['canagliflozin', 'sodium', 'D-glucose']",26280756,"Pharmacokinetics, Pharmacodynamics, and Safety of Canagliflozin in Japanese Patients with Type 2 Diabetes Mellitus.",2015-08-01
PKDB00887,Mamidi2014,closed,public,2024-08-16,tereshchuk1,"['tereshchuk1', 'mkoenig']","['canagliflozin', 'M5', 'M7', 'M9', 'total canagliflozin']",24568888,"Metabolism and excretion of canagliflozin in mice, rats, dogs, and humans.",2014-05-01
PKDB00888,Mohamed2019,closed,public,2024-08-16,tereshchuk1,"['tereshchuk1', 'mkoenig']","['canagliflozin', 'metformin']",31384829,Novel LC-MS/MS method for analysis of metformin and canagliflozin in human plasma: application to a pharmacokinetic study.,2019-12-01
PKDB00625,Desiraju1983,closed,public,2022-11-22,jonaspk98,['jonaspk98'],"['paracetamol', 'chlorzoxazone', '6-hydroxychlorzoxazone']",6631711,Pharmacokinetics of chlorzoxazone in humans.,1983-12-17
PKDB00627,Dreisbach1995,closed,public,2022-11-22,jonaspk98,"['jonaspk98', 'mkoenig']","['chlorzoxazone', '6-hydroxychlorzoxazone']",7586943,Urinary excretion of 6-hydroxychlorzoxazone as an index of CYP2E1 activity.,1995-12-28
PKDB00628,Emery2003,closed,public,2022-11-22,jonaspk98,"['jonaspk98', 'mkoenig']","['chlorzoxazone', '6-hydroxychlorzoxazone']",12883487,CYP2E1 activity before and after weight loss in morbidly obese subjects with nonalcoholic fatty liver disease.,2003-08-29
PKDB00699,Ernstgard2004,closed,public,2022-04-10,jonaspk98,"['jonaspk98', 'mkoenig']","['chlorzoxazone', '6-hydroxychlorzoxazone']",15255802,Robustness of chlorzoxazone as an in vivo measure of cytochrome P450 2E1 activity.,2004-11-15
PKDB00629,Frye1998,closed,public,2022-11-22,jonaspk98,"['jonaspk98', 'mkoenig']","['chlorzoxazone', '6-hydroxychlorzoxazone']",9597564,Use of chlorzoxazone as an in vivo probe of cytochrome P450 2E1: choice of dose and phenotypic trait measure.,1998-07-16
PKDB00631,Girre1994,closed,public,2022-11-22,jonaspk98,"['jonaspk98', 'mkoenig']","['chlorzoxazone', '6-hydroxychlorzoxazone']",7910460,Assessment of cytochrome P4502E1 induction in alcoholic patients by chlorzoxazone pharmacokinetics.,1994-06-15
PKDB00632,He2019,closed,public,2022-11-22,jonaspk98,"['jonaspk98', 'mkoenig']",['chlorzoxazone'],31363741,An LC-MS/MS Validated Method for Quantification of Chlorzoxazone in Human Plasma and Its Application to a Bioequivalence Study.,2019-12-12
PKDB00633,Hohmann2019,closed,public,2022-11-22,jonaspk98,"['jonaspk98', 'mkoenig']","['chlorzoxazone', '6-hydroxychlorzoxazone']",31222796,Chlorzoxazone pharmacokinetics as a marker of hepatic cytochrome P4502E1 in humans.,1998-12-09
PKDB00621,Bedada2016,closed,public,2022-11-22,jonaspk98,"['jonaspk98', 'mkoenig']","['resveratrol', 'chlorzoxazone', '6-hydroxychlorzoxazone']",26680654,Resveratrol Pretreatment Affects CYP2E1 Activity of Chlorzoxazone in Healthy Human Volunteers.,2016-10-21
PKDB00622,Bedada2017,closed,public,2022-11-22,jonaspk98,"['jonaspk98', 'mkoenig']","['chlorzoxazone', '6-hydroxychlorzoxazone', 'piperine']",27670974,Effect of piperine on CYP2E1 enzyme activity of chlorzoxazone in healthy volunteers.,2017-10-27
PKDB00623,Bedada2018,closed,public,2022-11-22,jonaspk98,"['jonaspk98', 'mkoenig']","['chlorzoxazone', '6-hydroxychlorzoxazone', 'quercetin']",28983678,"The effect of quercetin on the pharmacokinetics of chlorzoxazone, a CYP2E1 substrate, in healthy subjects.",2018-07-25
PKDB00624,Burckart1998,closed,public,2022-11-22,jonaspk98,"['jonaspk98', 'mkoenig']","['chlorzoxazone', '6-hydroxychlorzoxazone']",9542473,Induction of CYP2E1 activity in liver transplant patients as measured by chlorzoxazone 6-hydroxylation.,1998-04-22
13674517,Januszewicz1959,open,public,2025-10-06,amdangelica,"['amdangelica', 'mkoenig']","['inulin', 'water', 'sodium', 'potassium', 'chloride', 'hydrochlorothiazide']",13674517,A clinical study of the effects of hydrochlorothiazide on the renal excretion of electrolytes and free water.,2000-07-01
PKDB00756,Jeon2012,closed,public,2024-03-26,amdangelica,"['amdangelica', 'mkoenig']","['hydrochlorothiazide', 'aldosterone', 'renin', 'fimasartan']",21934629,Assessment of the drug-drug interactions between fimasartan and hydrochlorothiazide in healthy volunteers.,2012-06-11
PKDB00757,Jordo1979,closed,public,2024-03-26,amdangelica,"['amdangelica', 'mkoenig']",['hydrochlorothiazide'],465277,Bioavailability and disposition of metoprolol and hydrochlorothiazide combined in one tablet and of separate doses of hydrochlorothiazide.,1979-10-17
PKDB00758,Niemeyer1983,closed,public,2024-03-26,amdangelica,"['amdangelica', 'mkoenig']","['creatinine', 'hydrochlorothiazide']",6873147,Pharmacokinetics of hydrochlorothiazide in relation to renal function.,1983-09-09
2527546,Nilsen1989,closed,public,2025-10-06,amdangelica,"['amdangelica', 'mkoenig']","['sodium', 'hydrochlorothiazide', 'cilazapril', 'cilazaprilat']",2527546,Pharmacokinetics and effects on renal function following cilazapril and hydrochlorothiazide alone and in combination in healthy subjects and hypertensive patients.,1989-09-22
PKDB00759,Patel1984,closed,public,2024-03-26,amdangelica,"['amdangelica', 'mkoenig']","['sodium', 'potassium', 'chloride', 'hydrochlorothiazide']",6716243,Bioavailability of hydrochlorothiazide from tablets and suspensions.,1984-06-07
10701815,Ripley2000,closed,public,2025-10-06,amdangelica,"['amdangelica', 'mkoenig']","['sodium', 'potassium', 'hydrochlorothiazide', 'aldosterone', 'renin']",10701815,Racial differences in response to acute dosing with hydrochlorothiazide.,2000-03-17
PKDB00760,Weir1998,closed,public,2024-03-26,amdangelica,"['amdangelica', 'mkoenig']","['hydrochlorothiazide', 'diltiazem']",9737817,Steady-state pharmacokinetics of diltiazem and hydrochlorothiazide administered alone and in combination.,1998-11-19
